0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 0.0371137 
0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 0.0995224 
0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 0.151437 
0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 0.194147 
0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 0.228883 
0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 0.2568 
0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 0.278962 
0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 0.296329 
0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 0.309752 
0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 0.31997 
0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 0.327609 
0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 0.333184 
0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 0.337107 
0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 0.339692 
0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 0.341157 
0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 0.341631 
