#  X     Y
0.0505306 -0.967742
0.150802 -0.903226
0.248752 -0.83871
0.342971 -0.774194
0.432241 -0.709677
0.515561 -0.645161
0.592161 -0.580645
0.661478 -0.516129
0.723114 -0.451613
0.776795 -0.387097
0.822345 -0.322581
0.859671 -0.258065
0.888728 -0.193548
0.909498 -0.129032
0.921965 -0.0645161
0.926114 -6.66134e-16
0.921941 0.0645161
0.909454 0.129032
0.888673 0.193548
0.859622 0.258065
0.822321 0.322581
0.7768 0.387097
0.723139 0.451613
0.661503 0.516129
0.592175 0.580645
0.515564 0.645161
0.432239 0.709677
0.34297 0.774194
0.248751 0.83871
0.150802 0.903226
0.0505308 0.967742

