0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 
0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 
0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 
0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 
0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 
0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 
0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 
0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 
0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 
0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 
0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 
0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 
0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 
0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 
0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 
0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 0.540085 
0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 0.538741 
0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 0.534663 
0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 0.527708 
0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 0.517642 
0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 0.504137 
0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 0.486774 
0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 0.465049 
0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 0.438368 
0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 0.40606 
0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 0.367379 
0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 0.321508 
0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 0.267572 
0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 0.204645 
0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 0.131757 
0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 0.0479109 
