#  X     Y
0.0640374 -0.967742
0.184722 -0.903226
0.297109 -0.83871
0.40117 -0.774194
0.496905 -0.709677
0.584313 -0.645161
0.663393 -0.580645
0.734145 -0.516129
0.796567 -0.451613
0.850661 -0.387097
0.896427 -0.322581
0.933867 -0.258065
0.962982 -0.193548
0.983778 -0.129032
0.996253 -0.0645161
1.00041 -6.66134e-16
0.996254 0.0645161
0.983778 0.129032
0.962984 0.193548
0.933868 0.258065
0.896429 0.322581
0.850663 0.387097
0.796569 0.451613
0.734147 0.516129
0.663395 0.580645
0.584315 0.645161
0.496908 0.709677
0.401172 0.774194
0.297111 0.83871
0.184724 0.903226
0.0640391 0.967742

