#  X     Y
0.0504834 -0.967742
0.150663 -0.903226
0.248528 -0.83871
0.342675 -0.774194
0.431885 -0.709677
0.515159 -0.645161
0.591726 -0.580645
0.661021 -0.516129
0.722639 -0.451613
0.776307 -0.387097
0.821849 -0.322581
0.859171 -0.258065
0.88823 -0.193548
0.909004 -0.129032
0.921475 -0.0645161
0.925626 -6.66134e-16
0.921452 0.0645161
0.908961 0.129032
0.888173 0.193548
0.859117 0.258065
0.821816 0.322581
0.776304 0.387097
0.722658 0.451613
0.661044 0.516129
0.591741 0.580645
0.515163 0.645161
0.431884 0.709677
0.342673 0.774194
0.248528 0.83871
0.150663 0.903226
0.0504835 0.967742

