#  X     Y
0.0525699 -0.967742
0.156783 -0.903226
0.258296 -0.83871
0.355539 -0.774194
0.44721 -0.709677
0.532302 -0.645161
0.610124 -0.580645
0.68025 -0.516129
0.74242 -0.451613
0.796444 -0.387097
0.842185 -0.322581
0.879583 -0.258065
0.908642 -0.193548
0.929385 -0.129032
0.941826 -0.0645161
0.945966 -6.66134e-16
0.941804 0.0645161
0.929348 0.129032
0.908608 0.193548
0.879574 0.258065
0.842218 0.322581
0.796512 0.387097
0.742488 0.451613
0.680281 0.516129
0.610116 0.580645
0.532286 0.645161
0.447209 0.709677
0.355548 0.774194
0.2583 0.83871
0.15678 0.903226
0.0525682 0.967742

