2.60779e-05 2.61418e-05 2.5936e-05 2.54742e-05 2.47642e-05 2.37984e-05 2.26029e-05 2.11652e-05 1.95225e-05 1.76676e-05 1.56423e-05 1.34448e-05 1.11169e-05 8.66422e-06 6.12851e-06 3.52202e-06 8.83794e-07 -1.77034e-06 -4.40375e-06 -6.99721e-06 -9.5156e-06 -1.19387e-05 -1.42352e-05 -1.63877e-05 -1.83695e-05 -2.01658e-05 -2.17532e-05 -2.31198e-05 -2.42462e-05 -2.51251e-05 -2.57428e-05 -2.60982e-05 -2.61828e-05 -2.60014e-05 -2.55505e-05 -2.48401e-05 -2.38714e-05 -2.26604e-05 -2.1213e-05 -1.95514e-05 -1.76861e-05 -1.56441e-05 -1.34385e-05 -1.10989e-05 -8.64061e-06 -6.09651e-06 -3.48584e-06 -8.42995e-07 1.81075e-06 4.44421e-06 7.03417e-06 9.55436e-06 1.19752e-05 1.42789e-05 1.64275e-05 1.84205e-05 2.02061e-05 2.18059e-05 2.31492e-05 2.42844e-05 2.51259e-05 2.57403e-05 
2.70297e-05 2.71708e-05 2.70236e-05 2.66151e-05 2.59486e-05 2.50154e-05 2.38448e-05 2.24203e-05 2.07799e-05 1.89126e-05 1.68615e-05 1.46241e-05 1.22434e-05 9.72613e-06 7.11499e-06 4.42329e-06 1.69046e-06 -1.06634e-06 -3.81021e-06 -6.52005e-06 -9.16012e-06 -1.17079e-05 -1.41317e-05 -1.64118e-05 -1.85214e-05 -2.04432e-05 -2.21539e-05 -2.36391e-05 -2.48792e-05 -2.58649e-05 -2.65823e-05 -2.70285e-05 -2.71948e-05 -2.70844e-05 -2.66935e-05 -2.60311e-05 -2.50981e-05 -2.39099e-05 -2.24727e-05 -2.08084e-05 -1.89278e-05 -1.68581e-05 -1.46124e-05 -1.22208e-05 -9.69873e-06 -7.07995e-06 -4.38408e-06 -1.64739e-06 1.1088e-06 3.85105e-06 6.55685e-06 9.19691e-06 1.17427e-05 1.41722e-05 1.64497e-05 1.85693e-05 2.04822e-05 2.2205e-05 2.36656e-05 2.49173e-05 2.58464e-05 2.65714e-05 
2.7279e-05 2.74394e-05 2.73394e-05 2.69669e-05 2.6343e-05 2.54333e-05 2.42838e-05 2.28667e-05 2.12318e-05 1.93629e-05 1.73088e-05 1.50635e-05 1.26717e-05 1.01381e-05 7.50601e-06 4.78866e-06 2.02627e-06 -7.63599e-07 -3.54349e-06 -6.29199e-06 -8.973e-06 -1.15639e-05 -1.40324e-05 -1.63586e-05 -1.85146e-05 -2.04832e-05 -2.22397e-05 -2.37696e-05 -2.50525e-05 -2.60793e-05 -2.68352e-05 -2.73176e-05 -2.75169e-05 -2.74367e-05 -2.70722e-05 -2.64328e-05 -2.55185e-05 -2.43451e-05 -2.29178e-05 -2.12591e-05 -1.9379e-05 -1.73052e-05 -1.50504e-05 -1.26456e-05 -1.01057e-05 -7.46588e-06 -4.74453e-06 -1.97963e-06 8.09401e-07 3.58616e-06 6.33103e-06 9.01003e-06 1.15997e-05 1.40715e-05 1.63976e-05 1.85634e-05 2.05282e-05 2.22999e-05 2.38132e-05 2.51157e-05 2.60887e-05 2.68522e-05 
2.81233e-05 2.83683e-05 2.83982e-05 2.81039e-05 2.75647e-05 2.67079e-05 2.56095e-05 2.42206e-05 2.26025e-05 2.07293e-05 1.86571e-05 1.6378e-05 1.39399e-05 1.13475e-05 8.64422e-06 5.84435e-06 2.98783e-06 9.44858e-08 -2.79834e-06 -5.66673e-06 -8.4748e-06 -1.11974e-05 -1.38023e-05 -1.62666e-05 -1.85624e-05 -2.06694e-05 -2.25626e-05 -2.42251e-05 -2.5636e-05 -2.67842e-05 -2.76547e-05 -2.82428e-05 -2.85389e-05 -2.85447e-05 -2.82553e-05 -2.76787e-05 -2.68147e-05 -2.56782e-05 -2.42743e-05 -2.26249e-05 -2.07399e-05 -1.86473e-05 -1.63595e-05 -1.39087e-05 -1.13096e-05 -8.59908e-06 -5.79485e-06 -2.93754e-06 -4.46163e-08 2.84282e-06 5.70855e-06 8.51114e-06 1.12338e-05 1.38376e-05 1.63063e-05 1.86093e-05 2.07227e-05 2.26314e-05 2.4299e-05 2.57388e-05 2.68724e-05 2.77543e-05 
2.82194e-05 2.85259e-05 2.86919e-05 2.84744e-05 2.80254e-05 2.72238e-05 2.61832e-05 2.48344e-05 2.32556e-05 2.1411e-05 1.93623e-05 1.70982e-05 1.4668e-05 1.20757e-05 9.3644e-06 6.54932e-06 3.66958e-06 7.4646e-07 -2.18339e-06 -5.09461e-06 -7.95197e-06 -1.0729e-05 -1.33935e-05 -1.59215e-05 -1.82844e-05 -2.04611e-05 -2.24258e-05 -2.41611e-05 -2.56452e-05 -2.68666e-05 -2.78091e-05 -2.84679e-05 -2.88324e-05 -2.89037e-05 -2.86761e-05 -2.8157e-05 -2.73453e-05 -2.62557e-05 -2.48927e-05 -2.32782e-05 -2.14212e-05 -1.93499e-05 -1.70759e-05 -1.46318e-05 -1.20316e-05 -9.3136e-06 -6.49358e-06 -3.6147e-06 -6.91391e-07 2.23071e-06 5.14032e-06 7.9885e-06 1.07671e-05 1.34261e-05 1.59639e-05 1.83305e-05 2.05271e-05 2.25062e-05 2.42772e-05 2.57988e-05 2.70677e-05 2.8015e-05 
2.85881e-05 2.90053e-05 2.93439e-05 2.92395e-05 2.89094e-05 2.81936e-05 2.72342e-05 2.59466e-05 2.44185e-05 2.26098e-05 2.05843e-05 1.83314e-05 1.58994e-05 1.32947e-05 1.05577e-05 7.70613e-06 4.77621e-06 1.79235e-06 -1.21058e-06 -4.20406e-06 -7.15398e-06 -1.0031e-05 -1.28036e-05 -1.54448e-05 -1.79264e-05 -2.02245e-05 -2.23134e-05 -2.41732e-05 -2.57822e-05 -2.71264e-05 -2.81894e-05 -2.89643e-05 -2.94402e-05 -2.96166e-05 -2.94869e-05 -2.90573e-05 -2.83259e-05 -2.73065e-05 -2.60029e-05 -2.44365e-05 -2.26159e-05 -2.05688e-05 -1.83063e-05 -1.58613e-05 -1.32473e-05 -1.05037e-05 -7.64535e-06 -4.71732e-06 -1.73215e-06 1.26048e-06 4.25288e-06 7.1891e-06 1.00689e-05 1.28301e-05 1.54865e-05 1.7966e-05 2.02981e-05 2.23975e-05 2.43272e-05 2.59799e-05 2.74439e-05 2.8502e-05 
2.82785e-05 2.87856e-05 2.92543e-05 2.9248e-05 2.90177e-05 2.8388e-05 2.75115e-05 2.63013e-05 2.48451e-05 2.31057e-05 2.11417e-05 1.89473e-05 1.65647e-05 1.40053e-05 1.13044e-05 8.48416e-06 5.5764e-06 2.60847e-06 -3.88535e-07 -3.38377e-06 -6.34566e-06 -9.24257e-06 -1.20443e-05 -1.47218e-05 -1.72473e-05 -1.95956e-05 -2.17412e-05 -2.36631e-05 -2.53396e-05 -2.67554e-05 -2.78938e-05 -2.8747e-05 -2.93034e-05 -2.95618e-05 -2.95149e-05 -2.91677e-05 -2.85176e-05 -2.75773e-05 -2.63502e-05 -2.48568e-05 -2.31051e-05 -2.11219e-05 -1.89175e-05 -1.65246e-05 -1.39556e-05 -1.12504e-05 -8.42217e-06 -5.5172e-06 -2.54575e-06 4.3964e-07 3.4351e-06 6.37918e-06 9.27957e-06 1.20636e-05 1.47595e-05 1.72753e-05 1.96678e-05 2.1817e-05 2.38351e-05 2.55548e-05 2.71495e-05 2.82707e-05 
2.81419e-05 2.87679e-05 2.93453e-05 2.94482e-05 2.9311e-05 2.87789e-05 2.79857e-05 2.68621e-05 2.5479e-05 2.38136e-05 2.19102e-05 1.97748e-05 1.74385e-05 1.49213e-05 1.22496e-05 9.4518e-06 6.5541e-06 3.58921e-06 5.83941e-07 -2.42754e-06 -5.41717e-06 -8.35088e-06 -1.12002e-05 -1.39336e-05 -1.65239e-05 -1.89434e-05 -2.11673e-05 -2.31727e-05 -2.49379e-05 -2.64461e-05 -2.76803e-05 -2.86309e-05 -2.92862e-05 -2.96435e-05 -2.96949e-05 -2.9444e-05 -2.88875e-05 -2.80367e-05 -2.68946e-05 -2.54805e-05 -2.38023e-05 -2.18853e-05 -1.97397e-05 -1.73969e-05 -1.48693e-05 -1.2196e-05 -9.39018e-06 -6.49755e-06 -3.52856e-06 -5.36215e-07 2.47634e-06 5.4456e-06 8.3825e-06 1.1209e-05 1.39601e-05 1.6532e-05 1.8998e-05 2.12162e-05 2.33284e-05 2.51291e-05 2.68464e-05 2.80543e-05 
2.75106e-05 2.82275e-05 2.88379e-05 2.90176e-05 2.89323e-05 2.84849e-05 2.77594e-05 2.67246e-05 2.54194e-05 2.38465e-05 2.20258e-05 1.99806e-05 1.77261e-05 1.5295e-05 1.27016e-05 9.98183e-06 7.15308e-06 4.25386e-06 1.30543e-06 -1.65388e-06 -4.60061e-06 -7.49836e-06 -1.03223e-05 -1.30388e-05 -1.56228e-05 -1.80445e-05 -2.02804e-05 -2.23063e-05 -2.41013e-05 -2.56473e-05 -2.69276e-05 -2.79315e-05 -2.86475e-05 -2.90718e-05 -2.91964e-05 -2.90235e-05 -2.85495e-05 -2.77843e-05 -2.67307e-05 -2.54069e-05 -2.38201e-05 -2.19942e-05 -1.9939e-05 -1.76843e-05 -1.52423e-05 -1.26504e-05 -9.92174e-06 -7.10053e-06 -4.19721e-06 -1.26401e-06 1.6959e-06 4.62002e-06 7.51975e-06 1.03168e-05 1.30467e-05 1.56034e-05 1.80639e-05 2.0282e-05 2.24041e-05 2.42174e-05 2.59629e-05 2.72131e-05 
2.70798e-05 2.7898e-05 2.84999e-05 2.87485e-05 2.86912e-05 2.83241e-05 2.76523e-05 2.67018e-05 2.5463e-05 2.39761e-05 2.22278e-05 2.02647e-05 1.80811e-05 1.57255e-05 1.31984e-05 1.05455e-05 7.77423e-06 4.92941e-06 2.026e-06 -8.93158e-07 -3.80875e-06 -6.68194e-06 -9.49094e-06 -1.22006e-05 -1.47873e-05 -1.72204e-05 -1.94767e-05 -2.15309e-05 -2.33624e-05 -2.4952e-05 -2.62831e-05 -2.7344e-05 -2.81231e-05 -2.86157e-05 -2.88135e-05 -2.87175e-05 -2.83238e-05 -2.76409e-05 -2.66715e-05 -2.54321e-05 -2.39302e-05 -2.21877e-05 -2.02145e-05 -1.80384e-05 -1.56724e-05 -1.31511e-05 -1.04893e-05 -7.72761e-06 -4.87944e-06 -1.99295e-06 9.2428e-07 3.81571e-06 6.68675e-06 9.46662e-06 1.21802e-05 1.47327e-05 1.71862e-05 1.9412e-05 2.15297e-05 2.33555e-05 2.50942e-05 2.63996e-05 
