#  X     Y
0.0546295 -0.967742
0.162782 -0.903226
0.267728 -0.83871
0.367656 -0.774194
0.461197 -0.709677
0.547502 -0.645161
0.626128 -0.580645
0.696809 -0.516129
0.759315 -0.451613
0.813465 -0.387097
0.859194 -0.322581
0.896534 -0.258065
0.925549 -0.193548
0.946276 -0.129032
0.958719 -0.0645161
0.962863 -6.66134e-16
0.9587 0.0645161
0.946238 0.129032
0.925501 0.193548
0.896495 0.258065
0.859193 0.322581
0.813526 0.387097
0.759429 0.451613
0.696924 0.516129
0.62618 0.580645
0.547473 0.645161
0.461134 0.709677
0.36762 0.774194
0.267733 0.83871
0.162799 0.903226
0.0546365 0.967742

