#  X     Y
0.0405627 -0.967742
0.121228 -0.903226
0.200521 -0.83871
0.277556 -0.774194
0.351489 -0.709677
0.421533 -0.645161
0.486965 -0.580645
0.547137 -0.516129
0.601479 -0.451613
0.649499 -0.387097
0.690786 -0.322581
0.725001 -0.258065
0.751879 -0.193548
0.771217 -0.129032
0.782875 -0.0645161
0.786771 -6.66134e-16
0.782877 0.0645161
0.771221 0.129032
0.751884 0.193548
0.725006 0.258065
0.690789 0.322581
0.649501 0.387097
0.601479 0.451613
0.547137 0.516129
0.486965 0.580645
0.421533 0.645161
0.351489 0.709677
0.277556 0.774194
0.200521 0.83871
0.121228 0.903226
0.0405627 0.967742

