#  X     Y
-0.967742 0.0509903
-0.903226 0.144785
-0.83871 0.23067
-0.774194 0.308917
-0.709677 0.379791
-0.645161 0.443548
-0.580645 0.500429
-0.516129 0.550663
-0.451613 0.59446
-0.387097 0.632012
-0.322581 0.663489
-0.258065 0.689036
-0.193548 0.708778
-0.129032 0.722809
-0.0645161 0.731199
-6.66134e-16 0.733992
0.0645161 0.731199
0.129032 0.722809
0.193548 0.708778
0.258065 0.689036
0.322581 0.663489
0.387097 0.632012
0.451613 0.59446
0.516129 0.550663
0.580645 0.500429
0.645161 0.443548
0.709677 0.379791
0.774194 0.308917
0.83871 0.23067
0.903226 0.144785
0.967742 0.0509903

